State Code,Year,Total Deaths,No. Injured,Total Damage ('000 US$),Total Disasters,Disaster Types
TN,1993,273.0,0.0,5000000.0,57.0,{'Snowstorm': 57}
TX,1993,273.0,60.0,5000000.0,152.0,"{'Fire': 3, 'Drought': 149}"
UT,1993,43.0,0.0,100000.0,,
VA,1993,274.0,150.0,5000000.0,137.0,"{'Snowstorm': 136, 'Severe Storm': 1}"
VT,1993,270.0,0.0,5000000.0,4.0,{'Flood': 4}
WA,1993,5.0,0.0,0.0,7.0,{'Severe Storm': 7}
WI,1993,151.0,0.0,12000000.0,47.0,{'Severe Storm': 47}
WV,1993,270.0,0.0,5000000.0,55.0,{'Snowstorm': 55}
AL,1994,84.0,390.0,250000.0,27.0,{'Severe Storm': 27}
AR,1994,53.0,410.0,100000.0,17.0,{'Snowstorm': 17}
CA,1994,60.0,7000.0,30000000.0,7.0,"{'Earthquake': 3, 'Fishing Losses': 4}"
CO,1994,16.0,60.0,100000.0,3.0,{'Fire': 3}
CT,1994,69.0,0.0,0.0,,
FL,1994,51.0,22.0,250000.0,28.0,"{'Flood': 14, 'Severe Storm': 14}"
GA,1994,84.0,390.0,250000.0,80.0,"{'Tornado': 67, 'Severe Storm': 13}"
IA,1994,3.0,60.0,100000.0,,
IL,1994,69.0,0.0,0.0,16.0,{'Severe Storm': 16}
IN,1994,3.0,60.0,100000.0,,
KS,1994,3.0,60.0,100000.0,,
KY,1994,80.0,18.0,0.0,68.0,{'Snowstorm': 68}
LA,1994,44.0,350.0,0.0,8.0,{'Severe Storm': 8}
MI,1994,32.0,22.0,250000.0,10.0,{'Freezing': 10}
MN,1994,3.0,60.0,100000.0,,
MO,1994,3.0,0.0,0.0,18.0,{'Severe Storm': 18}
MS,1994,50.0,350.0,0.0,26.0,{'Severe Storm': 26}
MT,1994,0.0,0.0,0.0,2.0,{'Fire': 2}
NC,1994,105.0,510.0,0.0,,
NE,1994,3.0,60.0,100000.0,15.0,{'Snowstorm': 15}
NJ,1994,70.0,58.0,0.0,,
NV,1994,0.0,0.0,0.0,1.0,{'Fire': 1}
NY,1994,69.0,0.0,0.0,,
OH,1994,72.0,0.0,33000.0,,
OK,1994,3.0,60.0,100000.0,1.0,{'Severe Storm': 1}
OR,1994,0.0,0.0,0.0,9.0,"{'Fishing Losses': 8, 'Fire': 1}"
PA,1994,1.0,79.0,0.0,44.0,{'Severe Storm': 44}
SC,1994,121.0,368.0,0.0,,
SD,1994,3.0,60.0,100000.0,22.0,"{'Severe Storm': 21, 'Fire': 1}"
TN,1994,119.0,350.0,0.0,88.0,"{'Severe Storm': 71, 'Flood': 17}"
TX,1994,93.0,480.0,800000.0,42.0,"{'Severe Storm': 3, 'Fire': 1, 'Flood': 38}"
UT,1994,0.0,0.0,0.0,2.0,{'Fire': 2}
VA,1994,152.0,22.0,0.0,105.0,"{'Snowstorm': 72, 'Severe Storm': 33}"
WA,1994,81.0,0.0,0.0,10.0,"{'Fire': 4, 'Fishing Losses': 6}"
WV,1994,6.0,0.0,0.0,,
AK,1995,0.0,0.0,10000.0,4.0,{'Flood': 4}
AL,1995,35.0,60.0,6700000.0,43.0,"{'Severe Storm': 5, 'Hurricane': 38}"
CA,1995,59.0,0.0,2845000.0,99.0,{'Severe Storm': 99}
CO,1995,5.0,60.0,3000000.0,,
FL,1995,50.0,0.0,4545000.0,25.0,"{'Hurricane': 22, 'Flood': 3}"
GA,1995,19.0,0.0,3000000.0,51.0,"{'Hurricane': 50, 'Severe Storm': 1}"
IA,1995,697.0,0.0,0.0,,
IL,1995,35.0,60.0,3010000.0,19.0,{'Severe Storm': 19}
IN,1995,5.0,60.0,3000000.0,,
KS,1995,38.0,60.0,3010000.0,,
KY,1995,5.0,60.0,3000000.0,32.0,{'Tornado': 32}
LA,1995,11.0,60.0,6000000.0,12.0,{'Severe Storm': 12}
MD,1995,5.0,60.0,3000000.0,,
MO,1995,678.0,260.0,3010000.0,62.0,{'Severe Storm': 62}
MS,1995,8.0,60.0,3010000.0,4.0,{'Severe Storm': 4}
NC,1995,54.0,0.0,3845000.0,15.0,{'Flood': 15}
NE,1995,5.0,60.0,3000000.0,,
NV,1995,33.0,0.0,2000000.0,,
OH,1995,3.0,0.0,0.0,11.0,{'Severe Storm': 11}
OK,1995,708.0,60.0,3010000.0,48.0,"{'Human Cause': 2, 'Tornado': 29, 'Severe Storm': 17}"
OR,1995,61.0,0.0,2945000.0,1.0,{'Flood': 1}
SD,1995,0.0,0.0,0.0,74.0,"{'Snowstorm': 21, 'Flood': 53}"
TN,1995,5.0,60.0,3000000.0,5.0,{'Tornado': 5}
TX,1995,83.0,265.0,7000000.0,1.0,{'Severe Storm': 1}
VA,1995,5.0,60.0,3000000.0,24.0,{'Severe Storm': 24}
WA,1995,703.0,0.0,2000000.0,,
WI,1995,670.0,0.0,0.0,,
AL,1996,65.0,24.0,0.0,17.0,{'Severe Storm': 17}
AR,1996,106.0,131.0,700000.0,6.0,{'Severe Storm': 6}
AZ,1996,35.0,0.0,700000.0,3.0,{'Fire': 3}
CA,1996,38.0,180.0,7000.0,4.0,{'Fire': 4}
CT,1996,187.0,0.0,700000.0,8.0,{'Snowstorm': 8}
DE,1996,126.0,0.0,700000.0,3.0,{'Snowstorm': 3}
FL,1996,59.0,0.0,0.0,16.0,{'Severe Storm': 16}
GA,1996,65.0,24.0,0.0,,
IA,1996,65.0,107.0,0.0,31.0,{'Severe Storm': 31}
ID,1996,35.0,0.0,2000000.0,10.0,{'Severe Storm': 10}
IL,1996,84.0,107.0,0.0,44.0,{'Severe Storm': 44}
IN,1996,103.0,107.0,0.0,85.0,"{'Flood': 56, 'Severe Storm': 29}"
KS,1996,65.0,0.0,0.0,,
KY,1996,97.0,107.0,0.0,124.0,"{'Snowstorm': 120, 'Severe Storm': 4}"
LA,1996,71.0,131.0,0.0,,
MA,1996,67.0,0.0,700000.0,24.0,"{'Snowstorm': 14, 'Flood': 10}"
MD,1996,285.0,0.0,4100000.0,33.0,"{'Snowstorm': 24, 'Flood': 6, 'Hurricane': 3}"
ME,1996,0.0,0.0,0.0,17.0,"{'Severe Storm': 14, 'Flood': 3}"
MI,1996,59.0,0.0,0.0,7.0,{'Severe Storm': 7}
MN,1996,94.0,0.0,700000.0,30.0,"{'Snowstorm': 4, 'Flood': 26}"
MO,1996,106.0,107.0,700000.0,,
MS,1996,47.0,131.0,700000.0,,
MT,1996,7.0,92.0,500000.0,21.0,"{'Severe Storm': 20, 'Fire': 1}"
NC,1996,71.0,0.0,3400000.0,179.0,"{'Snowstorm': 104, 'Hurricane': 75}"
NE,1996,59.0,0.0,0.0,4.0,{'Severe Storm': 4}
NH,1996,32.0,0.0,0.0,12.0,{'Flood': 12}
NJ,1996,249.0,200.0,700000.0,26.0,"{'Snowstorm': 21, 'Severe Storm': 5}"
NM,1996,35.0,0.0,700000.0,1.0,{'Fire': 1}
NV,1996,63.0,0.0,2200000.0,4.0,{'Fire': 4}
NY,1996,475.0,0.0,700000.0,76.0,"{'Snowstorm': 19, 'Flood': 41, 'Severe Storm': 16}"
OH,1996,77.0,0.0,3400000.0,29.0,{'Flood': 29}
OK,1996,66.0,157.0,0.0,14.0,{'Fire': 14}
OR,1996,35.0,0.0,2000000.0,42.0,"{'Flood': 30, 'Severe Storm': 10, 'Fire': 2}"
PA,1996,287.0,0.0,4120000.0,140.0,"{'Snowstorm': 51, 'Flood': 89}"
RI,1996,0.0,0.0,0.0,7.0,"{'Snowstorm': 5, 'Other': 2}"
SC,1996,39.0,0.0,3400000.0,5.0,{'Flood': 5}
TN,1996,65.0,107.0,0.0,,
TX,1996,120.0,157.0,700000.0,104.0,{'Fire': 104}
VA,1996,165.0,0.0,4100000.0,251.0,"{'Snowstorm': 136, 'Flood': 27, 'Hurricane': 88}"
VT,1996,32.0,0.0,0.0,12.0,{'Flood': 12}
WA,1996,85.0,0.0,5400000.0,44.0,"{'Severe Storm': 19, 'Flood': 24, 'Fire': 1}"
WI,1996,59.0,0.0,0.0,2.0,{'Flood': 2}
WV,1996,130.0,0.0,3400000.0,120.0,"{'Snowstorm': 55, 'Flood': 45, 'Fire': 10, 'Severe Storm': 10}"
AL,1997,21.0,18.0,400000.0,3.0,{'Severe Storm': 3}
AR,1997,70.0,150.0,500000.0,53.0,"{'Severe Storm': 25, 'Flood': 28}"
AZ,1997,11.0,116.0,0.0,,
CA,1997,59.0,0.0,1747500.0,48.0,{'Severe Storm': 48}
CO,1997,26.0,24.0,250000.0,13.0,{'Flood': 13}
CT,1997,31.0,0.0,500000.0,,
FL,1997,48.0,0.0,640000.0,,
GA,1997,35.0,30.0,900000.0,,
IA,1997,25.0,24.0,900000.0,13.0,{'Snowstorm': 13}
ID,1997,22.0,0.0,1500000.0,30.0,{'Severe Storm': 30}
IL,1997,9.0,24.0,900000.0,7.0,{'Severe Storm': 7}
IN,1997,16.0,0.0,200000.0,13.0,{'Severe Storm': 13}
KS,1997,0.0,0.0,200000.0,,
KY,1997,101.0,150.0,1000000.0,101.0,{'Severe Storm': 101}
LA,1997,32.0,0.0,580000.0,3.0,{'Severe Storm': 3}
ME,1997,31.0,0.0,560000.0,,
MI,1997,70.0,24.0,500000.0,5.0,{'Severe Storm': 5}
MN,1997,56.0,24.0,502000.0,133.0,"{'Severe Storm': 74, 'Flood': 59}"
MO,1997,0.0,0.0,200000.0,,
MS,1997,90.0,150.0,900000.0,4.0,{'Flood': 4}
MT,1997,2.0,0.0,0.0,23.0,{'Severe Storm': 23}
NC,1997,31.0,0.0,500000.0,,
ND,1997,31.0,0.0,2000.0,106.0,"{'Severe Storm': 53, 'Flood': 53}"
NE,1997,16.0,0.0,0.0,39.0,{'Severe Storm': 39}
NH,1997,16.0,0.0,0.0,,
NJ,1997,31.0,0.0,700000.0,1.0,{'Severe Storm': 1}
NV,1997,20.0,0.0,1745000.0,7.0,{'Severe Storm': 7}
NY,1997,31.0,30.0,700000.0,,
OH,1997,142.0,158.0,1400000.0,18.0,{'Severe Storm': 18}
OR,1997,0.0,0.0,0.0,14.0,{'Severe Storm': 14}
PA,1997,31.0,0.0,1050000.0,,
RI,1997,31.0,0.0,500000.0,,
SC,1997,0.0,0.0,0.0,,
SD,1997,31.0,0.0,2000.0,143.0,"{'Severe Storm': 77, 'Flood': 66}"
TN,1997,102.0,168.0,1000000.0,35.0,"{'Tornado': 29, 'Severe Storm': 6}"
TX,1997,102.0,150.0,980000.0,21.0,{'Flood': 21}
VA,1997,86.0,150.0,500000.0,,
WA,1997,2.0,0.0,0.0,58.0,"{'Severe Ice Storm': 3, 'Severe Storm': 38, 'Flood': 14, 'Fire': 3}"
WI,1997,9.0,24.0,500000.0,4.0,{'Severe Storm': 4}
WV,1997,86.0,150.0,500000.0,16.0,{'Flood': 16}
AK,1998,0.0,0.0,0.0,,
AL,1998,79.0,146.0,4033000.0,44.0,"{'Severe Storm': 18, 'Hurricane': 26}"
AR,1998,10.0,0.0,370000.0,1.0,{'Tornado': 1}
AZ,1998,130.0,0.0,4275000.0,,
CA,1998,287.0,0.0,707800.0,41.0,{'Severe Storm': 41}
CO,1998,143.0,0.0,5275000.0,,
FL,1998,191.0,247.0,8263500.0,197.0,"{'Severe Storm': 60, 'Fire': 80, 'Hurricane': 57}"
GA,1998,68.0,146.0,533000.0,119.0,{'Severe Storm': 119}
IA,1998,1.0,23.0,2201000.0,83.0,{'Flood': 83}
ID,1998,11.0,0.0,469000.0,,
IL,1998,25.0,57.0,1182500.0,,
IN,1998,21.0,38.0,732000.0,34.0,{'Severe Storm': 34}
KS,1998,10.0,13.0,52000.0,34.0,"{'Other': 2, 'Severe Storm': 32}"
KY,1998,4.0,19.0,450500.0,61.0,{'Severe Storm': 61}
LA,1998,15.0,17.0,625000.0,22.0,{'Hurricane': 22}
ME,1998,16.0,0.0,1400000.0,22.0,{'Severe Storm': 22}
MN,1998,26.0,34.0,2532000.0,26.0,{'Tornado': 26}
MO,1998,43.0,135.0,200500.0,22.0,{'Severe Storm': 22}
MS,1998,15.0,0.0,3969000.0,35.0,{'Hurricane': 35}
MT,1998,3.0,23.0,0.0,,
NC,1998,12.0,0.0,1870000.0,47.0,"{'Severe Storm': 17, 'Hurricane': 30}"
NJ,1998,29.0,150.0,1469000.0,3.0,{'Coastal Storm': 3}
NY,1998,29.0,150.0,1469000.0,42.0,"{'Snowstorm': 10, 'Severe Storm': 32}"
OH,1998,36.0,150.0,1669500.0,23.0,{'Severe Storm': 23}
OK,1998,140.0,13.0,4327000.0,3.0,{'Fire': 3}
PA,1998,0.0,0.0,0.0,7.0,{'Severe Storm': 7}
SC,1998,12.0,0.0,1870000.0,1.0,{'Hurricane': 1}
TN,1998,14.0,19.0,820500.0,84.0,{'Severe Storm': 84}
TX,1998,161.0,6.0,6207500.0,336.0,"{'Fire': 31, 'Severe Storm': 262, 'Flood': 43}"
VA,1998,2.0,0.0,1500000.0,5.0,{'Hurricane': 5}
VT,1998,11.0,0.0,469000.0,17.0,{'Severe Storm': 17}
WI,1998,11.0,61.0,2323500.0,19.0,{'Severe Storm': 19}
AL,1999,372.0,626.0,4960500.0,19.0,"{'Severe Storm': 12, 'Fire': 7}"
AR,1999,392.0,806.0,5460500.0,22.0,{'Severe Storm': 22}
CA,1999,0.0,0.0,92000.0,18.0,"{'Freezing': 8, 'Fire': 10}"
CO,1999,18.0,0.0,0.0,12.0,{'Severe Storm': 12}
CT,1999,118.0,10.0,8000000.0,3.0,{'Hurricane': 3}
DE,1999,118.0,10.0,8000000.0,1.0,{'Hurricane': 1}
FL,1999,210.0,571.0,10760000.0,171.0,"{'Fire': 99, 'Hurricane': 72}"
GA,1999,372.0,651.0,4960500.0,8.0,"{'Severe Storm': 2, 'Hurricane': 6}"
HI,1999,10.0,0.0,0.0,,
IA,1999,11.0,56.0,650500.0,38.0,{'Severe Storm': 38}
IL,1999,376.0,670.0,5410500.0,53.0,"{'Snowstorm': 52, 'Severe Storm': 1}"
IN,1999,374.0,640.0,5161000.0,57.0,{'Snowstorm': 57}
KS,1999,318.0,628.0,4260500.0,3.0,{'Tornado': 3}
KY,1999,306.0,514.0,4860000.0,3.0,{'Fire': 3}
LA,1999,316.0,133.0,2400000.0,23.0,{'Severe Storm': 23}
MA,1999,118.0,10.0,8000000.0,1.0,{'Fire': 1}
MD,1999,375.0,10.0,10100000.0,11.0,{'Hurricane': 11}
ME,1999,48.0,0.0,1000000.0,7.0,"{'Severe Storm': 2, 'Hurricane': 5}"
MI,1999,269.0,14.0,1200500.0,32.0,"{'Snowstorm': 31, 'Fire': 1}"
MN,1999,257.0,0.0,1000000.0,16.0,"{'Severe Storm': 9, 'Severe Ice Storm': 7}"
MO,1999,372.0,626.0,4960500.0,6.0,{'Severe Storm': 6}
MS,1999,49.0,33.0,1100000.0,34.0,{'Severe Ice Storm': 34}
MT,1999,28.0,212.0,500500.0,1.0,{'Fire': 1}
NC,1999,125.0,524.0,9822500.0,149.0,{'Hurricane': 149}
NE,1999,307.0,514.0,3760000.0,3.0,{'Severe Storm': 3}
NJ,1999,118.0,10.0,8000000.0,30.0,{'Hurricane': 30}
NY,1999,118.0,10.0,8000000.0,36.0,"{'Snowstorm': 16, 'Fire': 1, 'Hurricane': 19}"
OH,1999,363.0,556.0,6310000.0,,
OK,1999,107.0,614.0,4260000.0,19.0,{'Tornado': 19}
OR,1999,3.0,0.0,300.0,,
PA,1999,375.0,10.0,10100000.0,15.0,"{'Severe Storm': 2, 'Hurricane': 8, 'Flood': 5}"
RI,1999,118.0,10.0,8000000.0,,
SC,1999,70.0,10.0,7000000.0,54.0,{'Hurricane': 54}
TN,1999,386.0,726.0,5267500.0,78.0,"{'Severe Storm': 75, 'Fire': 3}"
TX,1999,142.0,801.0,4831000.0,256.0,"{'Fire': 239, 'Tornado': 4, 'Hurricane': 13}"
UT,1999,1.0,79.0,150000.0,1.0,{'Tornado': 1}
VA,1999,124.0,10.0,9162500.0,68.0,{'Hurricane': 68}
VT,1999,70.0,10.0,7000000.0,10.0,{'Severe Storm': 10}
WI,1999,257.0,0.0,1000000.0,10.0,{'Flood': 10}
WV,1999,51.0,0.0,2100000.0,,
AK,2000,0.0,0.0,0.0,14.0,{'Severe Storm': 14}
AL,2000,73.0,175.0,1950000.0,17.0,"{'Severe Storm': 16, 'Fire': 1}"
AR,2000,79.0,134.0,0.0,119.0,{'Severe Ice Storm': 119}
AZ,2000,33.0,0.0,1000000.0,8.0,{'Severe Storm': 8}
CA,2000,14.0,70.0,1050000.0,1.0,{'Earthquake': 1}
CO,2000,14.0,0.0,1000000.0,4.0,{'Fire': 4}
CT,2000,12.0,75.0,500000.0,,
FL,2000,28.0,75.0,2819000.0,45.0,"{'Fire': 32, 'Severe Storm': 13}"
GA,2000,120.0,175.0,1950000.0,57.0,{'Severe Storm': 57}
HI,2000,0.0,0.0,20000.0,3.0,"{'Fire': 1, 'Severe Storm': 2}"
IA,2000,0.0,0.0,28500.0,,
ID,2000,14.0,0.0,1000000.0,16.0,{'Fire': 16}
KY,2000,4.0,12.0,210000.0,43.0,"{'Tornado': 11, 'Severe Storm': 16, 'Fire': 16}"
LA,2000,39.0,0.0,1450000.0,19.0,"{'Snowstorm': 8, 'Fire': 11}"
MA,2000,12.0,75.0,500000.0,,
MD,2000,3.0,0.0,0.0,15.0,{'Severe Storm': 15}
MN,2000,58.0,49.0,8100.0,23.0,"{'Severe Storm': 18, 'Fire': 5}"
MO,2000,61.0,34.0,100000.0,11.0,"{'Fire': 1, 'Flood': 10}"
MS,2000,12.0,75.0,500000.0,,
MT,2000,14.0,0.0,1000000.0,81.0,"{'Fire': 74, 'Severe Storm': 7}"
NC,2000,4.0,107.0,350000.0,33.0,{'Severe Storm': 33}
ND,2000,14.0,0.0,1000000.0,52.0,"{'Severe Storm': 43, 'Tornado': 9}"
NJ,2000,12.0,75.0,666000.0,23.0,"{'Severe Storm': 2, 'Other': 21}"
NM,2000,71.0,34.0,2500000.0,60.0,{'Fire': 60}
NV,2000,14.0,0.0,1000000.0,3.0,{'Fire': 3}
NY,2000,16.0,75.0,850000.0,92.0,"{'Severe Storm': 28, 'Other': 61, 'Snowstorm': 3}"
OH,2000,4.0,115.0,90000.0,9.0,{'Severe Storm': 9}
OK,2000,58.0,34.0,0.0,53.0,"{'Fire': 3, 'Severe Storm': 11, 'Severe Ice Storm': 39}"
OR,2000,14.0,0.0,1000000.0,,
PA,2000,35.0,75.0,850000.0,,
RI,2000,12.0,75.0,500000.0,,
SC,2000,4.0,0.0,1450000.0,38.0,{'Severe Storm': 38}
SD,2000,14.0,0.0,1000000.0,7.0,"{'Severe Storm': 5, 'Fire': 2}"
TN,2000,4.0,0.0,350000.0,22.0,"{'Severe Storm': 15, 'Fire': 7}"
TX,2000,111.0,34.0,2550000.0,19.0,"{'Fire': 18, 'Tornado': 1}"
UT,2000,14.0,0.0,1000000.0,,
VA,2000,4.0,0.0,350000.0,109.0,{'Severe Storm': 109}
WA,2000,36.0,102.0,1000000.0,4.0,{'Fire': 4}
WI,2000,0.0,0.0,28500.0,30.0,{'Severe Storm': 30}
WY,2000,14.0,0.0,1000000.0,5.0,"{'Fire': 1, 'Severe Storm': 4}"
AL,2001,13.0,3.0,0.0,28.0,"{'Severe Storm': 25, 'Fire': 3}"
AZ,2001,0.0,0.0,0.0,,
CA,2001,3.0,0.0,400000.0,,
CO,2001,10.0,2.0,0.0,15.0,"{'Severe Storm': 14, 'Fire': 1}"
DC,2001,0.0,0.0,0.0,1.0,{'Severe Storm': 1}
DE,2001,11.0,0.0,0.0,,
FL,2001,42.0,10.0,6001800.0,95.0,"{'Freezing': 49, 'Fire': 26, 'Severe Storm': 9, 'Coastal Storm': 11}"
GA,2001,63.0,0.0,6000000.0,1.0,{'Fire': 1}
IA,2001,102.0,18.0,6036000.0,23.0,{'Severe Storm': 23}
ID,2001,0.0,0.0,0.0,,
IL,2001,61.0,18.0,36000.0,37.0,"{'Snowstorm': 27, 'Flood': 10}"
IN,2001,56.0,0.0,0.0,29.0,{'Snowstorm': 29}
KS,2001,61.0,50.0,23000.0,1.0,{'Severe Storm': 1}
KY,2001,12.0,0.0,0.0,37.0,"{'Severe Storm': 20, 'Fire': 17}"
LA,2001,41.0,0.0,6000000.0,35.0,"{'Severe Ice Storm': 8, 'Coastal Storm': 27}"
MA,2001,2.0,0.0,0.0,14.0,"{'Snowstorm': 7, 'Severe Storm': 7}"
MD,2001,13.0,150.0,30000.0,,
ME,2001,2.0,0.0,0.0,19.0,"{'Snowstorm': 13, 'Severe Storm': 6}"
MI,2001,56.0,0.0,0.0,39.0,{'Snowstorm': 39}
MN,2001,57.0,0.0,13000.0,72.0,{'Flood': 72}
MO,2001,60.0,18.0,23000.0,,
MS,2001,48.0,30.0,6250000.0,84.0,{'Severe Storm': 84}
NC,2001,52.0,100.0,6000000.0,,
ND,2001,56.0,0.0,0.0,38.0,{'Flood': 38}
NE,2001,60.0,27.0,26000.0,29.0,{'Severe Storm': 29}
NH,2001,2.0,0.0,0.0,7.0,{'Snowstorm': 7}
NJ,2001,52.0,100.0,6000000.0,21.0,{'Fire': 21}
NV,2001,0.0,0.0,0.0,2.0,{'Fire': 2}
NY,2001,276.0,26.0,0.0,68.0,"{'Fire': 62, 'Snowstorm': 6}"
OH,2001,56.0,0.0,0.0,4.0,{'Severe Storm': 4}
OK,2001,4.0,25.0,23000.0,116.0,"{'Severe Ice Storm': 65, 'Severe Storm': 51}"
OR,2001,0.0,0.0,0.0,2.0,{'Fire': 2}
PA,2001,52.0,100.0,6000000.0,3.0,{'Severe Storm': 3}
RI,2001,2.0,0.0,0.0,,
SC,2001,41.0,0.0,6000000.0,1.0,{'Fire': 1}
SD,2001,56.0,0.0,0.0,25.0,"{'Flood': 24, 'Fire': 1}"
TN,2001,1.0,0.0,0.0,15.0,"{'Severe Storm': 8, 'Fire': 7}"
TX,2001,54.0,20.0,6034000.0,79.0,"{'Fire': 2, 'Severe Ice Storm': 46, 'Coastal Storm': 31}"
VA,2001,55.0,100.0,6020000.0,18.0,"{'Severe Storm': 10, 'Fire': 7, 'Terrorist': 1}"
VT,2001,2.0,0.0,0.0,11.0,"{'Severe Storm': 2, 'Snowstorm': 9}"
WA,2001,5.0,418.0,2023000.0,32.0,"{'Earthquake': 24, 'Fire': 8}"
WI,2001,60.0,8.0,23000.0,46.0,"{'Snowstorm': 14, 'Flood': 32}"
WV,2001,12.0,100.0,0.0,38.0,"{'Severe Storm': 24, 'Fire': 14}"
WY,2001,0.0,0.0,0.0,3.0,{'Fire': 3}
AK,2002,0.0,0.0,0.0,20.0,"{'Flood': 10, 'Earthquake': 6, 'Severe Storm': 4}"
AL,2002,275.0,115.0,1000000.0,31.0,"{'Hurricane': 2, 'Severe Storm': 29}"
AR,2002,87.0,119.0,900500.0,20.0,{'Severe Storm': 20}
AZ,2002,14.0,0.0,200500.0,10.0,{'Fire': 10}
CA,2002,67.0,150.0,210000.0,14.0,{'Fire': 14}
CO,2002,0.0,0.0,20000.0,80.0,{'Fire': 80}
CT,2002,1.0,47.0,0.0,,
DC,2002,30.0,0.0,450500.0,,
DE,2002,1.0,47.0,0.0,,
FL,2002,246.0,150.0,0.0,,
GA,2002,284.0,215.0,2900000.0,,
GU,2002,4.0,0.0,153000.0,2.0,{'Typhoon': 2}
IA,2002,0.0,0.0,3300000.0,21.0,{'Flood': 21}
IL,2002,225.0,112.0,5504000.0,68.0,{'Tornado': 68}
IN,2002,288.0,215.0,6600000.0,63.0,{'Severe Storm': 63}
KS,2002,38.0,100.0,5900000.0,35.0,{'Severe Ice Storm': 35}
KY,2002,312.0,219.0,3564000.0,76.0,{'Severe Storm': 76}
LA,2002,256.0,0.0,2000000.0,60.0,{'Hurricane': 60}
MA,2002,233.0,47.0,0.0,,
MD,2002,254.0,201.0,2650500.0,3.0,{'Tornado': 3}
ME,2002,14.0,0.0,0.0,,
MI,2002,235.0,47.0,3300000.0,6.0,{'Flood': 6}
MN,2002,0.0,0.0,3300000.0,20.0,"{'Fire': 1, 'Severe Storm': 19}"
MO,2002,320.0,100.0,6350500.0,122.0,"{'Severe Ice Storm': 43, 'Severe Storm': 79}"
MP,2002,0.0,0.0,0.0,4.0,{'Typhoon': 4}
MS,2002,267.0,219.0,3400500.0,17.0,"{'Hurricane': 11, 'Severe Storm': 6}"
NC,2002,60.0,4.0,651000.0,44.0,{'Severe Ice Storm': 44}
ND,2002,0.0,0.0,3300000.0,7.0,"{'Fire': 1, 'Severe Storm': 6}"
NE,2002,214.0,0.0,3300000.0,,
NH,2002,1.0,47.0,0.0,,
NJ,2002,31.0,47.0,450500.0,1.0,{'Fire': 1}
NM,2002,18.0,0.0,5000.0,10.0,{'Fire': 10}
NV,2002,13.0,0.0,0.0,4.0,{'Fire': 4}
NY,2002,301.0,159.0,3050500.0,7.0,"{'Snowstorm': 1, 'Earthquake': 6}"
OH,2002,296.0,262.0,6600000.0,20.0,{'Severe Storm': 20}
OK,2002,87.0,0.0,400000.0,45.0,{'Severe Ice Storm': 45}
OR,2002,13.0,0.0,0.0,15.0,"{'Severe Storm': 5, 'Fire': 10}"
PA,2002,77.0,262.0,3350500.0,,
SC,2002,90.0,115.0,1150500.0,1.0,{'Fire': 1}
SD,2002,0.0,0.0,3300000.0,3.0,{'Fire': 3}
TN,2002,274.0,219.0,3400500.0,59.0,{'Severe Storm': 59}
TX,2002,285.0,7.0,1600500.0,70.0,"{'Flood': 41, 'Coastal Storm': 11, 'Severe Storm': 18}"
VA,2002,300.0,104.0,2864000.0,26.0,"{'Fire': 1, 'Severe Storm': 25}"
WA,2002,64.0,4.0,1051000.0,2.0,{'Fire': 2}
WI,2002,235.0,83.0,3320000.0,27.0,"{'Severe Storm': 8, 'Tornado': 19}"
WV,2002,16.0,104.0,2400500.0,8.0,{'Severe Storm': 8}
AL,2003,77.0,421.0,11567000.0,38.0,{'Severe Storm': 38}
AR,2003,61.0,199.0,4000000.0,41.0,"{'Severe Ice Storm': 18, 'Severe Storm': 23}"
AZ,2003,0.0,0.0,0.0,7.0,{'Fire': 7}
CA,2003,71.0,403.0,3800000.0,23.0,{'Fire': 23}
CO,2003,48.0,145.0,4025000.0,33.0,"{'Snowstorm': 29, 'Fire': 4}"
CT,2003,72.0,38.0,600000.0,8.0,{'Snowstorm': 8}
DC,2003,60.0,0.0,3570000.0,2.0,"{'Severe Storm': 1, 'Hurricane': 1}"
DE,2003,64.0,18.0,3970000.0,7.0,"{'Snowstorm': 3, 'Hurricane': 4}"
FL,2003,10.0,76.0,450000.0,12.0,{'Severe Storm': 12}
GA,2003,64.0,421.0,9467000.0,,
HI,2003,0.0,0.0,0.0,1.0,{'Fire': 1}
IA,2003,89.0,145.0,4200000.0,,
IL,2003,105.0,145.0,6406000.0,16.0,{'Severe Storm': 16}
IN,2003,61.0,145.0,6206000.0,67.0,{'Severe Storm': 67}
KS,2003,45.0,145.0,4000000.0,15.0,{'Severe Storm': 15}
KY,2003,101.0,163.0,4600000.0,119.0,{'Severe Storm': 119}
LA,2003,19.0,58.0,2150000.0,41.0,{'Other': 41}
MA,2003,61.0,18.0,600000.0,14.0,{'Snowstorm': 14}
MD,2003,66.0,72.0,3970000.0,44.0,"{'Severe Storm': 20, 'Hurricane': 24}"
ME,2003,5.0,70.0,0.0,12.0,"{'Snowstorm': 1, 'Freezing': 11}"
MI,2003,13.0,0.0,2100000.0,14.0,{'Other': 14}
MN,2003,0.0,0.0,0.0,,
MO,2003,104.0,199.0,6300000.0,76.0,{'Severe Storm': 76}
MS,2003,62.0,149.0,6150000.0,40.0,{'Severe Storm': 40}
NC,2003,154.0,430.0,13020000.0,59.0,"{'Severe Ice Storm': 10, 'Hurricane': 49}"
NE,2003,102.0,145.0,6300000.0,19.0,{'Severe Storm': 19}
