State Code,Year,Total Deaths,No. Injured,Total Damage ('000 US$),Total Disasters,Disaster Types
NH,2003,48.0,18.0,600000.0,7.0,"{'Snowstorm': 5, 'Severe Storm': 2}"
NJ,2003,77.0,18.0,3970000.0,26.0,"{'Snowstorm': 21, 'Other': 5}"
NM,2003,0.0,0.0,0.0,2.0,{'Fire': 2}
NY,2003,98.0,88.0,2700000.0,140.0,"{'Snowstorm': 42, 'Severe Ice Storm': 16, 'Other': 65, 'Severe Storm': 17}"
OH,2003,47.0,0.0,306000.0,69.0,"{'Severe Storm': 41, 'Tornado': 15, 'Other': 13}"
OK,2003,2.0,54.0,0.0,42.0,"{'Severe Ice Storm': 14, 'Severe Storm': 27, 'Fire': 1}"
PA,2003,98.0,18.0,6070000.0,52.0,{'Severe Storm': 52}
RI,2003,61.0,18.0,600000.0,2.0,{'Snowstorm': 2}
SC,2003,57.0,417.0,9400000.0,6.0,{'Severe Ice Storm': 6}
SD,2003,45.0,145.0,4000000.0,1.0,{'Fire': 1}
TN,2003,123.0,363.0,11717000.0,103.0,{'Severe Storm': 103}
TX,2003,74.0,199.0,6100000.0,72.0,"{'Other': 54, 'Hurricane': 18}"
UT,2003,0.0,0.0,0.0,1.0,{'Fire': 1}
VA,2003,87.0,72.0,3970000.0,145.0,"{'Severe Storm': 45, 'Hurricane': 100}"
VT,2003,61.0,18.0,600000.0,4.0,{'Severe Storm': 4}
WA,2003,45.0,145.0,4000000.0,18.0,"{'Fire': 3, 'Severe Storm': 15}"
WI,2003,13.0,0.0,2100000.0,,
WV,2003,74.0,72.0,3970000.0,113.0,"{'Severe Storm': 103, 'Hurricane': 10}"
WY,2003,3.0,0.0,25000.0,1.0,{'Fire': 1}
AL,2004,62.0,0.0,18700000.0,67.0,{'Hurricane': 67}
AR,2004,28.0,14.0,1000000.0,28.0,{'Severe Storm': 28}
AS,2004,0.0,60.0,150000.0,3.0,{'Typhoon': 3}
CA,2004,0.0,5.0,0.0,25.0,"{'Earthquake': 2, 'Fire': 22, 'Dam/Levee Break': 1}"
CO,2004,4.0,6.0,170.0,2.0,{'Fire': 2}
CT,2004,3.0,0.0,0.0,7.0,{'Snowstorm': 7}
DE,2004,8.0,37.0,1100000.0,1.0,{'Severe Storm': 1}
FL,2004,115.0,0.0,53000000.0,232.0,{'Hurricane': 232}
GA,2004,112.0,6.0,18060170.0,111.0,{'Hurricane': 111}
GU,2004,1.0,0.0,1000.0,1.0,{'Severe Storm': 1}
HI,2004,0.0,0.0,1000.0,1.0,{'Fire': 1}
IA,2004,80.0,51.0,1860000.0,77.0,{'Severe Storm': 77}
IL,2004,80.0,51.0,1860000.0,4.0,{'Severe Storm': 4}
IN,2004,80.0,51.0,1860000.0,89.0,{'Severe Storm': 89}
KS,2004,80.0,37.0,2160000.0,31.0,{'Severe Storm': 31}
KY,2004,15.0,37.0,1800000.0,105.0,{'Severe Storm': 105}
LA,2004,75.0,6.0,19000170.0,38.0,"{'Severe Storm': 9, 'Hurricane': 29}"
MD,2004,116.0,326.0,19160000.0,,
ME,2004,59.0,0.0,60000.0,25.0,"{'Snowstorm': 18, 'Severe Storm': 7}"
MI,2004,15.0,37.0,1800000.0,26.0,{'Severe Storm': 26}
MN,2004,56.0,0.0,60000.0,7.0,{'Severe Storm': 7}
MO,2004,89.0,51.0,2160000.0,37.0,{'Severe Storm': 37}
MP,2004,3.0,0.0,0.0,6.0,{'Typhoon': 6}
MS,2004,75.0,6.0,19000170.0,44.0,{'Hurricane': 44}
NC,2004,186.0,37.0,46522500.0,64.0,{'Hurricane': 64}
ND,2004,0.0,0.0,4500.0,32.0,"{'Snowstorm': 10, 'Severe Storm': 22}"
NE,2004,71.0,37.0,1860000.0,39.0,{'Severe Storm': 39}
NH,2004,3.0,0.0,0.0,8.0,{'Snowstorm': 8}
NJ,2004,112.0,0.0,18560000.0,6.0,{'Severe Storm': 6}
NV,2004,10.0,0.0,700000.0,6.0,{'Fire': 6}
NY,2004,64.0,167.0,1160000.0,93.0,"{'Snowstorm': 4, 'Severe Storm': 89}"
OH,2004,170.0,326.0,30860000.0,127.0,{'Severe Storm': 127}
OK,2004,89.0,51.0,2160000.0,,
PA,2004,117.0,326.0,19660000.0,141.0,"{'Severe Storm': 74, 'Hurricane': 67}"
RI,2004,3.0,0.0,0.0,,
SC,2004,138.0,43.0,28522670.0,59.0,"{'Severe Ice Storm': 26, 'Hurricane': 30, 'Severe Storm': 3}"
SD,2004,10.0,0.0,700000.0,10.0,{'Severe Storm': 10}
TN,2004,67.0,37.0,19800000.0,15.0,{'Severe Storm': 15}
TX,2004,28.0,43.0,2100170.0,,
VA,2004,160.0,332.0,20224600.0,26.0,{'Severe Storm': 26}
VT,2004,3.0,0.0,0.0,7.0,{'Severe Storm': 7}
WA,2004,29.0,43.0,17800170.0,5.0,{'Fire': 5}
WI,2004,5.0,37.0,1104500.0,44.0,{'Severe Storm': 44}
WV,2004,123.0,326.0,19860000.0,50.0,{'Severe Storm': 50}
WY,2004,10.0,0.0,700000.0,,
AL,2005,1833.0,0.0,125000000.0,141.0,{'Hurricane': 141}
AZ,2005,61.0,39.0,200000.0,43.0,"{'Severe Storm': 20, 'Fire': 8, 'Hurricane': 15}"
CA,2005,40.0,8.0,695000.0,82.0,"{'Severe Storm': 15, 'Fire': 9, 'Hurricane': 58}"
CT,2005,41.0,0.0,350000.0,21.0,"{'Snowstorm': 8, 'Hurricane': 8, 'Severe Storm': 5}"
FL,2005,1861.0,0.0,141530000.0,122.0,{'Hurricane': 122}
GA,2005,1838.0,0.0,127230000.0,159.0,{'Hurricane': 159}
IA,2005,20.0,0.0,350000.0,99.0,{'Hurricane': 99}
ID,2005,10.0,0.0,5330.0,46.0,"{'Flood': 2, 'Hurricane': 44}"
KY,2005,33.0,31.0,0.0,152.0,"{'Snowstorm': 30, 'Hurricane': 120, 'Severe Storm': 2}"
LA,2005,1843.0,0.0,141000000.0,260.0,"{'Severe Storm': 5, 'Hurricane': 255}"
MA,2005,41.0,0.0,350000.0,40.0,"{'Snowstorm': 14, 'Hurricane': 14, 'Severe Storm': 12}"
MD,2005,50.0,0.0,350000.0,24.0,{'Hurricane': 24}
ME,2005,12.0,0.0,30000.0,55.0,"{'Snowstorm': 27, 'Severe Storm': 13, 'Hurricane': 15}"
MI,2005,10.0,0.0,0.0,83.0,{'Hurricane': 83}
MN,2005,10.0,0.0,0.0,87.0,{'Hurricane': 87}
MO,2005,33.0,31.0,0.0,115.0,{'Hurricane': 115}
MS,2005,1876.0,39.0,141350000.0,135.0,{'Hurricane': 135}
MT,2005,17.0,0.0,200000.0,56.0,{'Hurricane': 56}
ND,2005,10.0,0.0,0.0,103.0,"{'Severe Storm': 29, 'Coastal Storm': 53, 'Snowstorm': 21}"
NH,2005,21.0,0.0,0.0,35.0,"{'Snowstorm': 19, 'Hurricane': 10, 'Severe Storm': 6}"
NJ,2005,23.0,0.0,30000.0,30.0,"{'Severe Storm': 9, 'Hurricane': 21}"
NV,2005,36.0,31.0,245000.0,56.0,"{'Snowstorm': 31, 'Severe Storm': 2, 'Fire': 6, 'Hurricane': 17}"
NY,2005,53.0,0.0,380000.0,83.0,"{'Severe Storm': 21, 'Hurricane': 62}"
OH,2005,81.0,39.0,550000.0,176.0,"{'Snowstorm': 26, 'Severe Storm': 62, 'Hurricane': 88}"
OK,2005,38.0,31.0,100000.0,84.0,"{'Hurricane': 77, 'Fire': 7}"
OR,2005,10.0,0.0,0.0,37.0,"{'Fire': 1, 'Coastal Storm': 36}"
PA,2005,12.0,0.0,30000.0,78.0,"{'Severe Storm': 11, 'Hurricane': 67}"
RI,2005,10.0,0.0,0.0,10.0,"{'Snowstorm': 5, 'Hurricane': 5}"
SC,2005,9.0,200.0,0.0,46.0,{'Hurricane': 46}
SD,2005,10.0,0.0,0.0,102.0,"{'Fire': 3, 'Severe Storm': 33, 'Coastal Storm': 66}"
TX,2005,54.0,187.0,16100000.0,765.0,"{'Hurricane': 763, 'Fire': 2}"
UT,2005,33.0,31.0,0.0,41.0,"{'Severe Storm': 2, 'Fire': 1, 'Flood': 9, 'Coastal Storm': 29}"
VT,2005,21.0,0.0,0.0,,
WA,2005,10.0,0.0,0.0,42.0,"{'Fire': 3, 'Coastal Storm': 39}"
WI,2005,30.0,0.0,350000.0,73.0,{'Hurricane': 73}
WY,2005,10.0,0.0,0.0,1.0,{'Tornado': 1}
AK,2006,0.0,0.0,15500.0,11.0,"{'Fire': 2, 'Flood': 3, 'Severe Storm': 6}"
AL,2006,24.0,180.0,1695000.0,,
AR,2006,64.0,108.0,1895000.0,7.0,{'Severe Storm': 7}
AZ,2006,12.0,20.0,95000.0,15.0,"{'Fire': 4, 'Severe Storm': 11}"
CA,2006,182.0,18.0,325000.0,57.0,"{'Severe Storm': 48, 'Fire': 9}"
CO,2006,0.0,0.0,0.0,4.0,{'Fire': 4}
DE,2006,11.0,0.0,1000000.0,1.0,{'Severe Storm': 1}
FL,2006,0.0,100.0,90000.0,1.0,{'Fire': 1}
GA,2006,12.0,160.0,1600000.0,,
HI,2006,7.0,0.0,12000.0,7.0,"{'Severe Storm': 2, 'Fire': 1, 'Earthquake': 4}"
IA,2006,28.0,36.0,600000.0,,
IL,2006,63.0,88.0,1800000.0,32.0,"{'Severe Storm': 6, 'Snowstorm': 26}"
IN,2006,75.0,248.0,3400000.0,3.0,{'Severe Storm': 3}
KS,2006,22.0,202.0,3160000.0,20.0,"{'Severe Storm': 19, 'Fire': 1}"
KY,2006,114.0,206.0,2200000.0,,
LA,2006,12.0,20.0,95000.0,24.0,{'Severe Storm': 24}
MA,2006,2.0,0.0,85000.0,3.0,{'Severe Storm': 3}
MD,2006,23.0,20.0,1095000.0,3.0,{'Severe Storm': 3}
ME,2006,2.0,0.0,85000.0,2.0,"{'Snowstorm': 1, 'Severe Storm': 1}"
MO,2006,73.0,107.0,1800000.0,71.0,{'Severe Storm': 71}
MS,2006,12.0,20.0,95000.0,,
MT,2006,0.0,0.0,0.0,4.0,{'Fire': 4}
NC,2006,18.0,20.0,127860.0,,
NH,2006,2.0,0.0,85000.0,7.0,{'Severe Storm': 7}
NJ,2006,11.0,0.0,1000000.0,4.0,{'Severe Storm': 4}
NY,2006,49.0,0.0,1300000.0,38.0,"{'Severe Storm': 34, 'Snowstorm': 4}"
OH,2006,26.0,160.0,1607000.0,9.0,{'Severe Storm': 9}
OK,2006,38.0,78.0,1800000.0,104.0,"{'Fire': 103, 'Severe Storm': 1}"
OR,2006,12.0,0.0,0.0,26.0,"{'Severe Storm': 24, 'Fire': 2}"
PA,2006,34.0,20.0,1095000.0,28.0,{'Severe Storm': 28}
SC,2006,6.0,0.0,32860.0,7.0,{'Severe Ice Storm': 7}
SD,2006,12.0,20.0,95000.0,7.0,"{'Severe Storm': 6, 'Fire': 1}"
TN,2006,65.0,206.0,2200000.0,15.0,{'Severe Storm': 15}
TX,2006,13.0,20.0,645000.0,276.0,"{'Fire': 274, 'Severe Storm': 2}"
VA,2006,30.0,1.0,1032860.0,43.0,"{'Fire': 1, 'Severe Storm': 42}"
WA,2006,12.0,0.0,0.0,29.0,"{'Severe Storm': 25, 'Fire': 4}"
AL,2007,20.0,20.0,600000.0,8.0,{'Severe Storm': 8}
AR,2007,28.0,27.0,300000.0,,
CA,2007,73.0,284.0,3615000.0,48.0,"{'Fire': 32, 'Freezing': 16}"
CO,2007,60.0,80.0,1050000.0,27.0,"{'Snowstorm': 26, 'Fire': 1}"
CT,2007,47.0,2.0,2500000.0,7.0,{'Severe Storm': 7}
DE,2007,23.0,0.0,2000000.0,,
FL,2007,22.0,0.0,175000.0,28.0,"{'Severe Storm': 5, 'Fire': 23}"
GA,2007,108.0,240.0,3400000.0,22.0,"{'Severe Storm': 16, 'Fire': 6}"
IA,2007,132.0,289.0,1950000.0,114.0,"{'Severe Storm': 84, 'Snowstorm': 30}"
IL,2007,137.0,262.0,1700000.0,29.0,"{'Severe Ice Storm': 18, 'Severe Storm': 11}"
IN,2007,24.0,0.0,0.0,50.0,"{'Snowstorm': 49, 'Severe Storm': 1}"
KS,2007,144.0,262.0,1650000.0,214.0,{'Severe Storm': 214}
LA,2007,23.0,0.0,2000000.0,3.0,{'Severe Storm': 3}
MA,2007,23.0,0.0,2000000.0,8.0,{'Severe Storm': 8}
MD,2007,23.0,0.0,2300000.0,,
ME,2007,88.0,220.0,2500000.0,18.0,"{'Flood': 4, 'Severe Storm': 14}"
MI,2007,137.0,262.0,1700000.0,,
MN,2007,114.0,160.0,1950000.0,9.0,"{'Other': 1, 'Severe Storm': 8}"
MO,2007,182.0,282.0,1950000.0,234.0,"{'Severe Ice Storm': 197, 'Severe Storm': 37}"
MS,2007,23.0,0.0,2000000.0,,
MT,2007,11.0,69.0,2454.0,4.0,{'Fire': 4}
NC,2007,23.0,0.0,2000000.0,,
ND,2007,26.0,40.0,700000.0,16.0,{'Severe Storm': 16}
NE,2007,58.0,42.0,850000.0,99.0,{'Severe Storm': 99}
NH,2007,23.0,0.0,2000000.0,10.0,{'Severe Storm': 10}
NJ,2007,63.0,2.0,2640000.0,17.0,"{'Severe Storm': 15, 'Fire': 2}"
NY,2007,142.0,222.0,3140000.0,22.0,"{'Snowstorm': 3, 'Severe Storm': 19}"
OH,2007,66.0,40.0,840000.0,8.0,{'Severe Storm': 8}
OK,2007,160.0,302.0,2078000.0,349.0,"{'Severe Ice Storm': 179, 'Severe Storm': 170}"
OR,2007,17.0,28.0,1000000.0,24.0,"{'Severe Storm': 22, 'Fire': 2}"
PA,2007,63.0,2.0,2640000.0,8.0,{'Severe Storm': 8}
RI,2007,47.0,2.0,2500000.0,1.0,{'Severe Storm': 1}
SC,2007,88.0,220.0,2500000.0,,
SD,2007,12.0,40.0,350000.0,29.0,"{'Severe Storm': 27, 'Fire': 2}"
TX,2007,164.0,327.0,3128000.0,121.0,"{'Severe Storm': 89, 'Hurricane': 32}"
VA,2007,23.0,0.0,2000000.0,,
VT,2007,39.0,0.0,2140000.0,13.0,{'Severe Storm': 13}
WA,2007,35.0,28.0,1000000.0,34.0,"{'Severe Storm': 31, 'Fire': 3}"
WI,2007,53.0,40.0,1000000.0,14.0,{'Severe Storm': 14}
WY,2007,22.0,0.0,0.0,1.0,{'Fire': 1}
AL,2008,118.0,150.0,9080000.0,71.0,"{'Hurricane': 69, 'Severe Storm': 2}"
AR,2008,200.0,300.0,34702000.0,121.0,"{'Severe Storm': 103, 'Hurricane': 18}"
CA,2008,25.0,50.0,3102000.0,38.0,{'Fire': 38}
CO,2008,12.0,0.0,1000000.0,5.0,"{'Fire': 3, 'Severe Storm': 2}"
FL,2008,19.0,0.0,1540000.0,119.0,"{'Fire': 1, 'Severe Storm': 111, 'Hurricane': 7}"
GA,2008,49.0,217.0,1653000.0,21.0,{'Severe Storm': 21}
IA,2008,49.0,218.0,11602000.0,115.0,"{'Severe Ice Storm': 30, 'Severe Storm': 85}"
IL,2008,206.0,368.0,44502000.0,51.0,"{'Severe Storm': 43, 'Snowstorm': 8}"
IN,2008,182.0,220.0,34502000.0,109.0,{'Severe Storm': 109}
KS,2008,65.0,368.0,13300000.0,123.0,{'Severe Storm': 123}
KY,2008,163.0,150.0,31902000.0,73.0,{'Severe Storm': 73}
LA,2008,125.0,0.0,37000000.0,161.0,{'Hurricane': 161}
MA,2008,5.0,0.0,360000.0,9.0,{'Severe Storm': 9}
MD,2008,29.0,150.0,860000.0,,
ME,2008,5.0,0.0,360000.0,16.0,"{'Flood': 7, 'Severe Storm': 9}"
MI,2008,125.0,218.0,42600000.0,12.0,{'Severe Storm': 12}
MN,2008,31.0,218.0,11600000.0,6.0,{'Severe Storm': 6}
MO,2008,228.0,518.0,45202000.0,218.0,"{'Severe Storm': 200, 'Severe Ice Storm': 18}"
MS,2008,136.0,150.0,9082000.0,109.0,"{'Severe Storm': 5, 'Hurricane': 104}"
MT,2008,7.0,70.0,1600000.0,4.0,{'Severe Storm': 4}
NC,2008,29.0,150.0,860000.0,7.0,"{'Fire': 3, 'Severe Storm': 4}"
NE,2008,31.0,218.0,11600000.0,79.0,"{'Severe Ice Storm': 8, 'Severe Storm': 71}"
NH,2008,5.0,0.0,360000.0,21.0,{'Severe Storm': 21}
NV,2008,2.0,3.0,0.0,1.0,{'Severe Storm': 1}
NY,2008,21.0,0.0,1960000.0,16.0,{'Severe Storm': 16}
OH,2008,175.0,150.0,32902000.0,53.0,"{'Snowstorm': 20, 'Severe Storm': 33}"
OK,2008,55.0,150.0,2802000.0,82.0,"{'Fire': 3, 'Severe Storm': 55, 'Flood': 24}"
OR,2008,14.0,0.0,1000000.0,1.0,{'Fire': 1}
PA,2008,92.0,0.0,30000000.0,,
TN,2008,145.0,150.0,31900000.0,19.0,{'Severe Storm': 19}
TX,2008,239.0,326.0,41302000.0,470.0,"{'Fire': 254, 'Hurricane': 216}"
UT,2008,10.0,0.0,0.0,,
VA,2008,22.0,350.0,810000.0,,
VT,2008,5.0,0.0,360000.0,12.0,{'Severe Storm': 12}
WA,2008,12.0,0.0,1000000.0,2.0,{'Fire': 2}
WI,2008,61.0,218.0,12602000.0,42.0,"{'Snowstorm': 11, 'Severe Storm': 31}"
AL,2009,38.0,74.0,4200000.0,47.0,"{'Severe Storm': 45, 'Hurricane': 2}"
AR,2009,68.0,74.0,4800000.0,159.0,"{'Severe Ice Storm': 48, 'Severe Storm': 106, 'Tornado': 5}"
CA,2009,6.0,29.0,140000.0,12.0,{'Fire': 12}
CO,2009,1.0,0.0,1000000.0,1.0,{'Fire': 1}
DC,2009,58.0,0.0,1100000.0,1.0,{'Other': 1}
DE,2009,6.0,0.0,600000.0,,
FL,2009,516.0,529.0,243792.0,29.0,"{'Severe Storm': 28, 'Fire': 1}"
GA,2009,18.0,72.0,2200000.0,70.0,{'Severe Storm': 70}
IL,2009,7.0,0.0,850000.0,17.0,{'Severe Storm': 17}
KS,2009,1.0,2.0,2000000.0,69.0,{'Severe Storm': 69}
KY,2009,84.0,124.0,7300000.0,229.0,"{'Severe Ice Storm': 203, 'Severe Storm': 26}"
LA,2009,15.0,97.0,3200000.0,11.0,{'Severe Storm': 11}
MD,2009,16.0,50.0,2500000.0,,
ME,2009,3.0,9.0,0.0,16.0,{'Severe Storm': 16}
MN,2009,2.0,60.0,166000.0,37.0,{'Severe Storm': 37}
MO,2009,81.0,99.0,7150000.0,189.0,"{'Severe Ice Storm': 115, 'Severe Storm': 74}"
MS,2009,1.0,2.0,2000000.0,11.0,{'Severe Storm': 11}
MT,2009,14.0,0.0,0.0,1.0,{'Fire': 1}
NC,2009,35.0,2.0,3100000.0,,
ND,2009,2.0,60.0,166000.0,52.0,{'Severe Storm': 52}
NE,2009,1.0,2.0,2000000.0,24.0,{'Severe Storm': 24}
NJ,2009,6.0,0.0,600000.0,3.0,{'Severe Storm': 3}
NY,2009,6.0,0.0,600000.0,17.0,{'Severe Storm': 17}
OH,2009,16.0,50.0,2500000.0,,
OK,2009,103.0,124.0,7300000.0,34.0,"{'Severe Storm': 15, 'Fire': 15, 'Snowstorm': 4}"
PA,2009,94.0,52.0,5600000.0,,
SC,2009,10.0,74.0,3700000.0,1.0,{'Fire': 1}
SD,2009,19.0,0.0,0.0,16.0,{'Severe Storm': 16}
TN,2009,35.0,124.0,6700000.0,21.0,"{'Severe Ice Storm': 7, 'Severe Storm': 14}"
TX,2009,115.0,149.0,9040000.0,16.0,{'Fire': 16}
VA,2009,22.0,50.0,3100000.0,12.0,{'Severe Storm': 12}
WA,2009,16.0,50.0,2500000.0,61.0,"{'Flood': 23, 'Severe Storm': 34, 'Fire': 4}"
WV,2009,16.0,50.0,2500000.0,11.0,{'Severe Storm': 11}
AL,2010,42.0,70.0,2350000.0,3.0,{'Severe Storm': 3}
AR,2010,70.0,83.0,2350000.0,25.0,{'Severe Storm': 25}
AZ,2010,0.0,0.0,0.0,24.0,"{'Severe Storm': 22, 'Fire': 2}"
CA,2010,10.0,322.0,1412500.0,13.0,"{'Severe Storm': 6, 'Earthquake': 1, 'Fire': 6}"
CO,2010,20.0,0.0,0.0,2.0,{'Fire': 2}
CT,2010,12.0,0.0,2000000.0,5.0,{'Severe Storm': 5}
DC,2010,3.0,0.0,2500000.0,2.0,"{'Snowstorm': 1, 'Severe Storm': 1}"
DE,2010,2.0,0.0,2000000.0,3.0,{'Snowstorm': 3}
FL,2010,4.0,0.0,0.0,,
GA,2010,32.0,70.0,0.0,,
IA,2010,20.0,100.0,0.0,117.0,{'Severe Storm': 117}
IL,2010,48.0,113.0,0.0,11.0,{'Severe Storm': 11}
IN,2010,20.0,100.0,0.0,,
KS,2010,40.0,100.0,0.0,92.0,{'Severe Storm': 92}
KY,2010,30.0,0.0,2350000.0,91.0,{'Severe Storm': 91}
LA,2010,12.0,70.0,0.0,,
MA,2010,13.0,0.0,2100000.0,21.0,"{'Severe Storm': 7, 'Other': 4, 'Hurricane': 10}"
MD,2010,3.0,0.0,2100000.0,34.0,{'Snowstorm': 34}
ME,2010,1.0,0.0,500000.0,7.0,{'Severe Storm': 7}
MI,2010,20.0,100.0,0.0,,
MN,2010,20.0,100.0,0.0,99.0,"{'Flood': 57, 'Tornado': 13, 'Severe Storm': 29}"
MO,2010,28.0,113.0,0.0,37.0,{'Severe Storm': 37}
MS,2010,42.0,70.0,2350000.0,18.0,{'Severe Storm': 18}
MT,2010,20.0,100.0,0.0,3.0,{'Severe Storm': 3}
NC,2010,23.0,0.0,2100000.0,58.0,"{'Severe Storm': 28, 'Hurricane': 30}"
NE,2010,20.0,100.0,0.0,163.0,"{'Severe Storm': 126, 'Flood': 37}"
NH,2010,12.0,0.0,2000000.0,8.0,{'Severe Storm': 8}
NJ,2010,14.0,0.0,4000000.0,30.0,"{'Snowstorm': 14, 'Severe Storm': 16}"
NM,2010,20.0,0.0,0.0,9.0,"{'Fire': 2, 'Flood': 7}"
NV,2010,0.0,0.0,0.0,1.0,{'Fire': 1}
NY,2010,12.0,0.0,2000000.0,12.0,"{'Severe Storm': 9, 'Tornado': 3}"
OK,2010,45.0,58.0,2700000.0,204.0,"{'Severe Storm': 154, 'Severe Ice Storm': 50}"
PA,2010,14.0,0.0,4000000.0,27.0,{'Snowstorm': 27}
RI,2010,13.0,0.0,2100000.0,10.0,{'Severe Storm': 10}
SC,2010,20.0,0.0,0.0,,
TN,2010,42.0,70.0,2350000.0,59.0,{'Severe Storm': 59}
TX,2010,21.0,0.0,0.0,46.0,{'Hurricane': 46}
UT,2010,0.0,0.0,0.0,1.0,{'Fire': 1}
VA,2010,31.0,2.0,2100000.0,88.0,{'Snowstorm': 88}
VT,2010,1.0,0.0,500000.0,3.0,{'Severe Storm': 3}
WV,2010,27.0,2.0,0.0,49.0,"{'Snowstorm': 38, 'Severe Storm': 6, 'Flood': 5}"
AL,2011,474.0,2243.0,19150000.0,134.0,{'Severe Storm': 134}
AR,2011,413.0,2200.0,16400000.0,63.0,{'Severe Storm': 63}
AZ,2011,2.0,0.0,8200000.0,4.0,{'Fire': 4}
CO,2011,64.0,0.0,5400000.0,4.0,{'Fire': 4}
CT,2011,96.0,0.0,10300000.0,39.0,"{'Snowstorm': 8, 'Hurricane': 16, 'Severe Storm': 15}"
DC,2011,61.0,0.0,8050000.0,3.0,"{'Hurricane': 2, 'Earthquake': 1}"
DE,2011,59.0,0.0,5400000.0,5.0,{'Hurricane': 5}
FL,2011,107.0,0.0,12900000.0,1.0,{'Fire': 1}
GA,2011,74.0,0.0,6150000.0,32.0,"{'Fire': 6, 'Severe Storm': 26}"
IA,2011,64.0,0.0,5500000.0,20.0,"{'Severe Storm': 14, 'Flood': 6}"
IL,2011,63.0,200.0,3500000.0,86.0,"{'Snowstorm': 65, 'Severe Storm': 21}"
IN,2011,37.0,0.0,3500000.0,36.0,{'Severe Storm': 36}
KS,2011,94.0,43.0,13500000.0,35.0,"{'Fire': 2, 'Flood': 8, 'Severe Storm': 25}"
KY,2011,414.0,2200.0,16400000.0,86.0,{'Severe Storm': 86}
LA,2011,74.0,0.0,14150000.0,56.0,"{'Flood': 48, 'Coastal Storm': 8}"
MA,2011,53.0,200.0,3000000.0,40.0,"{'Snowstorm': 7, 'Tornado': 2, 'Hurricane': 23, 'Severe Storm': 8}"
MD,2011,120.0,0.0,13450000.0,45.0,"{'Hurricane': 38, 'Flood': 7}"
ME,2011,43.0,0.0,0.0,7.0,"{'Severe Storm': 3, 'Hurricane': 4}"
MI,2011,40.0,200.0,3500000.0,,
MN,2011,103.0,200.0,5600000.0,52.0,"{'Flood': 34, 'Severe Storm': 18}"
MO,2011,623.0,3350.0,32400000.0,257.0,"{'Severe Storm': 218, 'Flood': 39}"
MS,2011,483.0,2243.0,23750000.0,68.0,"{'Severe Storm': 40, 'Flood': 28}"
MT,2011,24.0,0.0,5500000.0,56.0,"{'Severe Storm': 55, 'Fire': 1}"
NC,2011,153.0,43.0,14700000.0,94.0,"{'Severe Storm': 20, 'Fire': 2, 'Hurricane': 72}"
ND,2011,45.0,200.0,5500000.0,79.0,"{'Flood': 70, 'Severe Storm': 9}"
NE,2011,59.0,0.0,3500000.0,48.0,"{'Fire': 1, 'Flood': 35, 'Severe Storm': 12}"
NH,2011,21.0,0.0,0.0,31.0,"{'Flood': 2, 'Hurricane': 17, 'Severe Storm': 12}"
NJ,2011,142.0,0.0,12200000.0,76.0,"{'Snowstorm': 15, 'Hurricane': 42, 'Severe Storm': 19}"
NM,2011,25.0,0.0,11500000.0,36.0,"{'Fire': 15, 'Severe Storm': 15, 'Flood': 6}"
NV,2011,10.0,60.0,0.0,3.0,{'Fire': 3}
NY,2011,193.0,20.0,12950000.0,112.0,"{'Severe Storm': 40, 'Flood': 23, 'Hurricane': 49}"
OH,2011,68.0,0.0,8100000.0,21.0,{'Severe Storm': 21}
OK,2011,458.0,2243.0,26400000.0,146.0,"{'Severe Storm': 120, 'Fire': 26}"
PA,2011,128.0,0.0,9950000.0,108.0,"{'Severe Storm': 5, 'Hurricane': 27, 'Flood': 76}"
RI,2011,21.0,0.0,0.0,11.0,{'Hurricane': 11}
SC,2011,59.0,0.0,5400000.0,,
SD,2011,64.0,0.0,5500000.0,40.0,{'Flood': 40}
TN,2011,439.0,2200.0,17150000.0,103.0,"{'Severe Storm': 99, 'Flood': 4}"
TX,2011,160.0,48.0,17533000.0,522.0,{'Fire': 522}
VA,2011,120.0,0.0,13450000.0,98.0,"{'Fire': 2, 'Hurricane': 78, 'Earthquake': 10, 'Severe Storm': 8}"
VT,2011,21.0,0.0,0.0,43.0,"{'Severe Storm': 15, 'Hurricane': 28}"
WA,2011,22.0,0.0,0.0,8.0,"{'Severe Storm': 7, 'Fire': 1}"
WI,2011,98.0,0.0,5400000.0,22.0,"{'Snowstorm': 11, 'Snow': 11}"
WV,2011,59.0,0.0,5400000.0,,
WY,2011,58.0,0.0,5400000.0,16.0,{'Severe Storm': 16}
AL,2012,62.0,500.0,5449000.0,11.0,"{'Severe Storm': 3, 'Hurricane': 8}"
AR,2012,22.0,0.0,310000.0,,
AZ,2012,0.0,0.0,20000000.0,,
CA,2012,0.0,0.0,20000000.0,10.0,{'Fire': 10}
CO,2012,2.0,2.0,22000000.0,9.0,{'Fire': 9}
CT,2012,54.0,0.0,50000000.0,16.0,{'Hurricane': 16}
DC,2012,206.0,0.0,54000000.0,3.0,"{'Severe Storm': 1, 'Hurricane': 2}"
DE,2012,54.0,0.0,50000000.0,6.0,{'Hurricane': 6}
FL,2012,43.0,400.0,5174000.0,46.0,"{'Severe Storm': 34, 'Hurricane': 12}"
GA,2012,41.0,400.0,5000000.0,,
GU,2012,11.0,0.0,0.0,,
IA,2012,136.0,30.0,21802000.0,,
IL,2012,84.0,700.0,34000000.0,,
IN,2012,101.0,700.0,34100000.0,6.0,{'Severe Storm': 6}
